robot_id	message_ts_sec	message_ts_nanosec	processing_ts	arrival_ts
robot_6	1779990202	92175563	1779990202093255852	1779990202093962039
robot_8	1779990202	94841719	1779990202095794586	1779990202096312845
robot_7	1779990202	133460574	1779990202134800590	1779990202135863501
robot_6	1779990203	192205512	1779990203193230099	1779990203207361899
robot_8	1779990203	194925836	1779990203196145957	1779990203207586522
robot_7	1779990203	233203215	1779990203234226993	1779990203234971221
robot_6	1779990203	292182763	1779990203293230194	1779990203293890491
robot_8	1779990203	294957587	1779990203296020702	1779990203296507367
robot_7	1779990203	333382161	1779990203334883464	1779990203336161826
robot_6	1779990203	392071697	1779990203393146107	1779990203393808088
robot_8	1779990203	394811154	1779990203395682417	1779990203396167749
robot_7	1779990203	433205254	1779990203434225927	1779990203434881860
robot_6	1779990203	492326493	1779990203497173201	1779990203498167069
robot_8	1779990203	495677973	1779990203499250905	1779990203500012648
robot_7	1779990203	533288685	1779990203534247294	1779990203535143871
robot_6	1779990203	592186171	1779990203593345259	1779990203594133688
robot_8	1779990203	594969127	1779990203595881243	1779990203596475390
robot_7	1779990203	633152142	1779990203634158790	1779990203635118309
robot_6	1779990203	692166239	1779990203693227201	1779990203693951451
robot_8	1779990203	694874003	1779990203695845733	1779990203696379757
robot_7	1779990203	733238083	1779990203734534140	1779990203735431299
robot_6	1779990203	792199996	1779990203793366689	1779990203794027010
robot_8	1779990203	794829535	1779990203795596124	1779990203796170856
robot_7	1779990203	833159023	1779990203834060228	1779990203834930490
robot_6	1779990203	892307129	1779990203896384260	1779990203896956023
robot_8	1779990203	895000177	1779990203897956221	1779990203898547439
robot_7	1779990203	933136570	1779990203934214942	1779990203934919660
robot_6	1779990203	992120577	1779990203993188206	1779990203993902572
robot_8	1779990203	995160093	1779990203996467126	1779990203997357754
robot_7	1779990204	33239995	1779990204034406355	1779990204035567795
robot_6	1779990204	92346799	1779990204093647226	1779990204094392300
robot_8	1779990204	95060306	1779990204096054417	1779990204096901706
robot_7	1779990204	133590482	1779990204134905434	1779990204135633738
robot_6	1779990205	192232341	1779990205193399910	1779990205208270386
robot_8	1779990205	194957127	1779990205195962454	1779990205208448101
robot_7	1779990205	233273861	1779990205234370226	1779990205235180015
